asin,text,title,location_and_date,verified,rating
B09G9FPHY6,"Good price, does everything I need to do. Video, e-mai, social media etc…","Great device, great price.","Reviewed in the United States on November 15, 2022",True,5.0
B09G9FPHY6,Love my IPad. Shipped in no time. Battery life and quality is amazing.,Very Nice,"Reviewed in the United States on November 15, 2022",True,5.0
B09G9FPHY6,I love this iPad!  IT’s everything that was described and more!,I love it!,"Reviewed in the United States on November 12, 2022",True,5.0
B09G9FPHY6,I love it.  So much better than my old Samsung tablet.,What a great deal,"Reviewed in the United States on November 11, 2022",True,5.0
B09G9FPHY6,Me llegó súper rápido y está en perfecto estado súper buena calidad,Excelente compra,"Reviewed in the United States on November 19, 2022",True,5.0
B09G9FPHY6,"The battery life seems to be lower than my 6th gen iPad, but in all other categories this iPad is awesome.  The 5th gen Air is faster in benchmarks, but the A14 Bionic in this one breezes through everything I throw at it.",Almost perfect,"Reviewed in the United States on October 23, 2022",True,5.0
B09G9FPHY6,It is a bit priceyDecent battery lifeGood quality material,Excellent product,"Reviewed in the United States 🇺🇸 on November 17, 2022",True,5.0
B09G9FPHY6,5th IPad and have never had a quality item with them. I use them every day and they have replaced Windows computers for most tasks.,Great Quality,"Reviewed in the United States 🇺🇸 on November 6, 2022",True,5.0
B09G9FPHY6,I bought this on a whim to display our sons baby monitor not knowing exactly what may arrive. It’s a brand new iPad just 2021 version—in original box and not a refurbished item. We love it and it works perfectly.,It’s perfect,"Reviewed in the United States 🇺🇸 on October 31, 2022",True,5.0
B09G9FPHY6,Great iPad for the money. Much less expensive than the Air and Pro. Works beautifully - zippy and pleasant to use. Everything I need in an iPad at a price that I can afford. Haven’t set it down since I bought it. I should probably go outside and get some sun…..,Delightful,"Reviewed in the United States 🇺🇸 on October 23, 2022",True,5.0
B09G9FPHY6,Venía muy bien protegida! Excelente servicio y producto.,Excelente producto!,"Reviewed in the United States 🇺🇸 on November 11, 2022",True,5.0
B09G9FPHY6,"I have had an ipad air since they came out.  I used hotel points to get it and its served me well as a book and simple internet use.  Recently I noticed that it was no updating and some of my favorite apps were telling me they were using an old version because my IOS was outdated.  Without being able to update it I decided to pass my old one on and get a new one.  Then I thought I'd get a mini 6 but after comparing the prices and the ability I could not justify a double price for it.  I ordered this Ipad 9 and it came quicker than expected.  Out of the box it performs much better than my old one, screen appears clearer and I like the new IOS it uses.  My old one will live on as a small tv for my wife when shes in the kitchen and for that it does very well.  I have no complaints about my new one.  Its easy to talk yourself into the top of the curve, but sometimes being a bit behind it makes better fiscal sense","My old Ipad was too old to update, so it was passed down,","Reviewed in the United States 🇺🇸 on September 25, 2022",True,5.0
B09G9FPHY6,I bought this for my daughter’s birthday and we both love it so much. I want one for myself! No issues with this product!,I love it!,"Reviewed in the United States 🇺🇸 on November 9, 2022",True,5.0
B09G9FPHY6,Little to big. But it functions very well.,"Little big, but works great","Reviewed in the United States 🇺🇸 on November 17, 2022",True,5.0
B09G9FPHY6,I primarily use this iPad for reading on the Kindle app.  I especially like the scrunch feature you can use to navigate on the app that was not present on my previous iPads and made them frustrating to use.,This iPad is a joy to use.,"Reviewed in the United States 🇺🇸 on October 31, 2022",True,5.0
B09G9FPHY6,portable and price was very good TY,n/a,"Reviewed in the United States 🇺🇸 on November 9, 2022",True,5.0
B09G9FPHY6,"I've been messing around on this newer iPad since I got it (and transferred everything from my older tablet). Definitely falling in love with the image resolution and touch screen (not to mention the ability to use a non-Apple pencil for art, instead of having to finger paint constantly) xD",Great upgrade from the 2017 model,"Reviewed in the United States 🇺🇸 on October 21, 2022",True,5.0
B09G9FPHY6,What else can I say! Love it.,Best purchase ever,"Reviewed in the United States 🇺🇸 on November 17, 2022",True,5.0
B09G9FPHY6,I am a nursing student and I bought this as an easier way to take notes in class. I love it !,Perfect for nursing school !,"Reviewed in the United States 🇺🇸 on November 4, 2022",True,5.0
B09G9FPHY6,"I have always been an android user. I finally dipped my toe into Apple. There is a learning curve, I do not speak Apple. Thankfully I have grandchildren and they have taught me a lot. Don't snooze on this one, I love it, fast, images clearer, pics, videos, pen, everything about this one is great. I now get the Apple craze.",Perfect size and performance,"Reviewed in the United States 🇺🇸 on October 13, 2022",True,5.0
B09G9FPHY6,Bought this for my husband and he loves it!,Amazing tablet!,"Reviewed in the United States 🇺🇸 on November 18, 2022",True,5.0
B09G9FPHY6,Thanks Amazon! This is a very good deal :),Very good price,"Reviewed in the United States 🇺🇸 on November 13, 2022",True,5.0
B09G9FPHY6,At this point in time all I can say is that I am impressed with the product.  Everything works and i'm very happy.  i'd buy again.,I am impressed !,"Reviewed in the United States 🇺🇸 on October 26, 2022",True,5.0
B09G9FPHY6,A great device. I bought it when price was $279. During the October’s Amazon Prime it was even cheaper for $269. Price for the new basic iPad(10th) will be approximately $450. I think it is a huge price difference. So it is worth to buy 9th generation.,The best iPad for the bucks,"Reviewed in the United States 🇺🇸 on October 20, 2022",True,5.0
B09G9FPHY6,Nice iPad and nice price.,Great value,"Reviewed in the United States 🇺🇸 on November 14, 2022",True,5.0
B09G9FPHY6,Very sleek and perfect size,Perfect size,"Reviewed in the United States 🇺🇸 on November 18, 2022",True,5.0
